Year,Quarter,Region,Model,Units Delivered,Average Price (USD),Production Delay (Days),Battery Type,Drive Type,Color
2020,Q4,South America,Cybertruck,4386,47720.41,32,Standard,RWD,Black
2023,Q2,Australia,Cybertruck,4068,54791.76,40,Long Range,AWD,Red
2012,Q4,Australia,Model 3,1313,69707.68,40,Long Range,AWD,Silver
2017,Q4,Asia,Model Y,4157,115717.74,36,Performance,AWD,Black
2020,Q4,Australia,Model 3,3241,64765.64,33,Performance,RWD,Silver
2019,Q4,Europe,Cybertruck,4561,64600.41,48,Standard,RWD,Green
2020,Q4,Australia,Semi,4706,48688.96,44,Long Range,RWD,Green
2015,Q4,Asia,Cybertruck,4681,68298.86,45,Standard,RWD,Blue
2012,Q2,Australia,Model X,540,107765.71,30,Long Range,RWD,Green
2018,Q1,Europe,Model S,4129,64073.48,0,Standard,AWD,Blue
2018,Q3,Europe,Model 3,1536,45809.37,19,Performance,RWD,White
2017,Q1,Australia,Model S,2910,97730.7,43,Long Range,RWD,Green
2019,Q2,North America,Semi,3128,84122.06,38,Standard,AWD,Red
2013,Q3,North America,Model X,3190,108471.15,35,Standard,AWD,Silver
2020,Q4,Asia,Model X,3810,40897.63,49,Standard,RWD,Green
2017,Q4,North America,Cybertruck,2579,58138.29,25,Standard,RWD,Red
2017,Q1,Asia,Cybertruck,220,105926.29,54,Long Range,RWD,Green
2021,Q1,Europe,Model X,1298,42025.17,50,Performance,RWD,Red
2022,Q1,Europe,Model Y,3462,99762.72,8,Standard,RWD,Blue
2024,Q1,Europe,Model X,3211,53433.76,12,Performance,AWD,Silver
2020,Q3,Europe,Cybertruck,998,62848.23,53,Long Range,AWD,Red
2021,Q1,Asia,Cybertruck,4306,109062.57,7,Long Range,AWD,White
2014,Q4,Australia,Model Y,4443,82029.2,18,Long Range,RWD,Black
2024,Q2,Europe,Cybertruck,887,105953.51,11,Standard,RWD,Blue
2012,Q3,Europe,Model 3,760,90952.16,5,Performance,AWD,Red
2024,Q2,Australia,Model 3,1489,54266.32,39,Performance,AWD,Blue
2024,Q3,Australia,Model X,173,79856.49,19,Long Range,RWD,Red
2013,Q2,Asia,Model X,1273,62948.24,5,Performance,AWD,Silver
2018,Q1,Australia,Model S,3168,56413.18,58,Standard,RWD,White
2016,Q1,Asia,Model Y,1916,50962.07,27,Performance,RWD,Red
2016,Q3,North America,Model X,4824,65466.81,17,Performance,RWD,White
2015,Q1,Australia,Cybertruck,2597,80004.35,54,Long Range,AWD,Black
2012,Q3,Asia,Semi,1068,92296.25,39,Standard,AWD,Silver
2017,Q1,Asia,Model 3,1247,112927.99,24,Standard,RWD,Silver
2017,Q2,South America,Model Y,1605,100353.73,53,Long Range,AWD,Black
2019,Q3,North America,Semi,2624,42625.72,41,Performance,AWD,Red
2017,Q3,Europe,Model Y,383,38582.61,8,Performance,AWD,Black
2016,Q4,Asia,Model 3,4936,58016.54,28,Long Range,RWD,Blue
2015,Q1,North America,Model S,1423,45847.72,4,Standard,AWD,Green
2024,Q3,Australia,Model X,4669,78050.84,45,Performance,AWD,Silver
2024,Q3,Europe,Model S,2933,40369.57,12,Performance,RWD,Blue
2022,Q1,North America,Model 3,215,48798.46,56,Standard,AWD,Black
2014,Q4,Europe,Semi,1140,70059.12,47,Standard,AWD,White
2012,Q1,North America,Semi,2941,99732.24,6,Standard,AWD,Blue
2023,Q2,North America,Model S,2845,72776.69,36,Long Range,AWD,Black
2014,Q2,Asia,Model Y,2378,36861.6,43,Performance,AWD,Red
2015,Q1,South America,Semi,1060,110387.87,40,Performance,RWD,Silver
2020,Q4,Europe,Model Y,1776,63325.09,12,Standard,RWD,Red
2023,Q4,Asia,Model S,2546,94565.75,16,Long Range,AWD,Silver
2022,Q2,Australia,Model X,4746,70219.78,35,Performance,RWD,Silver
2013,Q2,Asia,Semi,4540,71825.49,27,Standard,AWD,Silver
2022,Q1,Europe,Semi,2231,75731.91,17,Performance,AWD,Silver
2023,Q2,Asia,Model X,1785,85974.67,46,Long Range,AWD,White
2019,Q4,South America,Model 3,206,83313.2,35,Performance,AWD,Black
2023,Q1,South America,Model Y,2072,65425.61,58,Standard,RWD,Silver
2012,Q3,Europe,Model Y,3970,113287.56,35,Long Range,AWD,White
2021,Q4,Asia,Model Y,2109,112877.11,4,Standard,AWD,Red
2021,Q1,Europe,Semi,2599,93770.75,7,Standard,AWD,White
2023,Q3,Asia,Model 3,1555,78778.22,40,Standard,AWD,Black
2017,Q2,Europe,Model X,1494,45139.23,38,Long Range,AWD,Green
2019,Q3,North America,Model S,3325,51730.19,31,Performance,AWD,Black
2023,Q1,Europe,Model Y,2192,93158.03,60,Long Range,AWD,Blue
2024,Q1,Europe,Model 3,1857,46270.28,39,Performance,AWD,Red
2020,Q3,North America,Model X,3815,65148.37,60,Standard,RWD,Green
2016,Q1,North America,Cybertruck,3165,67515.58,43,Long Range,AWD,Silver
2023,Q4,North America,Model S,1557,39187.62,30,Standard,AWD,Green
2015,Q2,Asia,Semi,4583,47758.24,14,Performance,RWD,Red
2020,Q2,Europe,Model Y,112,88959.37,45,Long Range,AWD,Black
2018,Q2,North America,Model Y,4374,40489.83,43,Performance,RWD,Silver
2022,Q2,South America,Model S,2422,111366.43,37,Performance,AWD,Red
2013,Q2,South America,Cybertruck,98,47077.1,33,Long Range,RWD,Red
2013,Q2,Australia,Model S,2672,76036.16,42,Long Range,AWD,Red
2017,Q1,Australia,Model 3,2629,76910.83,4,Standard,RWD,White
2017,Q3,North America,Model S,4563,66249.28,5,Standard,AWD,Red
2020,Q1,Europe,Semi,2035,63610.72,14,Standard,RWD,Blue
2020,Q1,South America,Model 3,4406,54511.56,31,Performance,RWD,Green
2013,Q3,South America,Model 3,2598,88470.9,54,Standard,RWD,Green
2012,Q1,South America,Model Y,3488,79706.11,46,Performance,AWD,Black
2019,Q1,Australia,Semi,920,67958.64,46,Long Range,RWD,Blue
2021,Q2,Europe,Model X,2134,111226.52,3,Long Range,RWD,Blue
2012,Q3,South America,Semi,2462,115931.29,30,Performance,AWD,Black
2020,Q2,Asia,Cybertruck,2099,96764.91,59,Performance,AWD,White
2018,Q3,Australia,Model Y,3487,73891.79,21,Long Range,AWD,Red
2024,Q4,Europe,Model X,2827,46666.07,29,Long Range,AWD,White
2022,Q2,North America,Model X,1722,58822.04,9,Standard,RWD,Silver
2018,Q3,South America,Model X,4696,91218.16,1,Standard,RWD,Red
2021,Q1,Asia,Model Y,1630,68569.1,54,Standard,AWD,Silver
2019,Q1,Australia,Semi,3799,62053.82,38,Long Range,RWD,Green
2019,Q1,Asia,Model S,4418,103394.29,30,Long Range,RWD,Red
2015,Q4,North America,Model Y,2330,106222.78,5,Long Range,AWD,Red
2012,Q3,Australia,Model 3,2605,75354.24,27,Performance,AWD,White
2020,Q3,Europe,Model 3,564,118005.51,60,Standard,RWD,White
2022,Q3,Australia,Model Y,3485,40792.71,1,Performance,RWD,Red
2012,Q2,South America,Model S,2888,73558.71,58,Performance,RWD,White
2018,Q2,Europe,Model S,1391,44657.14,20,Performance,AWD,Silver
2014,Q3,South America,Cybertruck,1633,105625.31,9,Standard,RWD,Blue
2014,Q4,South America,Cybertruck,4213,117666.75,46,Standard,RWD,Blue
2016,Q2,Australia,Cybertruck,2033,57555.98,34,Performance,AWD,Green
2015,Q3,North America,Model X,2381,82582.11,30,Performance,RWD,Blue
2012,Q4,South America,Cybertruck,4325,91939.54,28,Performance,RWD,Green
2018,Q3,North America,Cybertruck,3365,107892.32,49,Standard,RWD,Black
2018,Q3,North America,Semi,2126,72119.55,26,Standard,AWD,Blue
2016,Q4,Asia,Model X,1313,93503.75,59,Performance,RWD,Green
2019,Q1,North America,Model 3,711,77541.35,3,Standard,AWD,Green
2014,Q2,Europe,Cybertruck,609,50999.99,42,Performance,AWD,Silver
2015,Q2,South America,Model Y,2635,78390.38,48,Long Range,RWD,Black
2012,Q4,Australia,Model S,4749,60237.89,33,Standard,AWD,Blue
2023,Q3,Europe,Semi,401,84233.62,11,Long Range,RWD,Silver
2020,Q3,North America,Model 3,3189,78318.39,2,Long Range,RWD,Red
2023,Q4,North America,Model Y,2031,59389.82,55,Long Range,RWD,Black
2024,Q3,Asia,Model 3,3708,95796.29,56,Long Range,AWD,Red
2022,Q1,Europe,Model X,3045,115074.9,32,Performance,AWD,Green
2021,Q2,Asia,Model X,2864,60537.75,52,Long Range,RWD,Green
2023,Q4,Europe,Cybertruck,2341,117144.09,33,Long Range,RWD,Silver
2024,Q4,Asia,Model S,1584,76724.44,4,Performance,AWD,Blue
2024,Q3,South America,Model Y,392,67194.57,39,Long Range,AWD,Green
2013,Q1,South America,Model Y,93,93350.14,0,Standard,AWD,Black
2012,Q1,Asia,Model Y,4445,50414.87,51,Long Range,RWD,Silver
2023,Q4,North America,Model 3,3858,115592.72,12,Standard,RWD,Red
2016,Q1,Australia,Cybertruck,2156,101123.73,40,Performance,RWD,Blue
2012,Q1,Europe,Model Y,2205,51266.02,32,Long Range,RWD,Green
2023,Q2,Europe,Semi,1977,57828.53,2,Standard,RWD,White
2013,Q4,Europe,Semi,2246,77464.1,48,Standard,AWD,Green
2017,Q1,North America,Cybertruck,3989,66495.66,49,Long Range,RWD,White
2017,Q1,North America,Semi,1672,88636.13,5,Standard,RWD,Green
2019,Q2,Europe,Model Y,361,40676.0,27,Long Range,AWD,Blue
2022,Q4,Australia,Model X,3477,107191.83,59,Performance,AWD,Blue
2023,Q1,Australia,Model X,4167,71615.65,14,Long Range,AWD,Red
2022,Q4,North America,Semi,3940,62179.99,25,Performance,RWD,Black
2024,Q3,South America,Model 3,496,35921.72,51,Long Range,AWD,Green
2020,Q2,North America,Cybertruck,1577,72455.45,10,Long Range,RWD,Silver
2022,Q1,North America,Model S,1900,59181.67,11,Standard,RWD,Black
2012,Q1,North America,Model 3,2006,40013.37,53,Performance,AWD,Green
2023,Q1,South America,Model 3,3868,100268.15,60,Standard,RWD,White
2022,Q2,Europe,Model Y,2739,87788.23,28,Long Range,RWD,Red
2018,Q1,South America,Model Y,4430,88979.81,49,Performance,RWD,Silver
2022,Q4,Australia,Model X,3785,113219.51,50,Long Range,RWD,White
2018,Q2,Europe,Semi,2083,101329.07,15,Standard,AWD,White
2017,Q3,Australia,Model S,2994,48209.86,29,Standard,AWD,Red
2021,Q2,North America,Cybertruck,4331,80685.77,31,Performance,AWD,Blue
2021,Q4,Asia,Model Y,75,89244.04,56,Long Range,RWD,Blue
2021,Q3,North America,Model Y,1207,88646.92,49,Performance,RWD,Blue
2012,Q1,South America,Model S,4234,74532.84,29,Standard,AWD,White
2022,Q4,North America,Model X,336,51218.15,19,Long Range,AWD,Green
2015,Q2,Asia,Model X,4858,41374.51,50,Long Range,AWD,White
2016,Q2,Asia,Model 3,2647,107012.69,0,Standard,AWD,Blue
2016,Q4,Asia,Cybertruck,581,93231.54,20,Standard,RWD,Red
2013,Q2,Europe,Model Y,752,39179.06,19,Performance,AWD,Black
2012,Q1,Australia,Model 3,2008,83156.68,47,Standard,AWD,Blue
2013,Q2,South America,Semi,1785,35220.98,1,Long Range,AWD,Black
2023,Q4,North America,Model Y,749,43065.38,9,Performance,AWD,Black
2019,Q2,Asia,Model X,230,100570.94,45,Performance,AWD,Silver
2014,Q1,Australia,Model 3,3125,46064.61,31,Standard,AWD,Silver
2015,Q4,South America,Semi,1809,68383.16,47,Standard,AWD,White
2016,Q2,Asia,Model X,688,35297.21,29,Performance,RWD,Green
2013,Q3,Asia,Model S,4556,90427.82,38,Long Range,RWD,White
2014,Q2,North America,Model X,1648,91047.15,28,Long Range,AWD,White
2012,Q3,Australia,Cybertruck,1143,96891.94,55,Performance,AWD,Silver
2021,Q3,Europe,Model 3,2880,92692.57,31,Performance,AWD,Black
2024,Q2,Asia,Model Y,4737,117942.44,36,Performance,AWD,White
2019,Q1,North America,Model 3,3991,100636.63,6,Long Range,AWD,White
2014,Q4,Australia,Model S,226,116916.41,37,Performance,RWD,Green
2019,Q2,Asia,Cybertruck,225,99161.35,9,Long Range,RWD,Silver
2014,Q3,South America,Cybertruck,2704,103271.84,5,Performance,RWD,Blue
2014,Q1,Australia,Model 3,1704,57585.03,21,Performance,AWD,White
2016,Q2,North America,Model S,4325,99587.04,39,Long Range,RWD,Silver
2015,Q1,Europe,Model Y,2211,36971.62,48,Performance,AWD,Green
2024,Q3,South America,Semi,2624,41824.86,32,Performance,AWD,Green
2022,Q2,Asia,Model X,4985,95664.98,34,Performance,AWD,Red
2015,Q2,North America,Model Y,3905,85073.78,48,Standard,RWD,Blue
2012,Q1,North America,Model Y,3715,44372.0,36,Standard,RWD,Silver
2023,Q2,South America,Model 3,747,79644.6,55,Performance,RWD,Blue
2018,Q2,Europe,Model S,712,85848.91,2,Performance,AWD,Red
2021,Q1,Europe,Semi,3653,74385.93,6,Long Range,AWD,Silver
2017,Q4,Australia,Model X,4121,42859.37,21,Long Range,RWD,White
2013,Q3,North America,Semi,4862,116331.5,21,Long Range,RWD,White
2019,Q4,Australia,Semi,3345,76315.64,44,Standard,RWD,Green
2013,Q2,Asia,Model X,528,102634.75,28,Performance,AWD,Blue
2021,Q2,Asia,Model 3,3486,35103.95,29,Performance,RWD,Black
2013,Q2,Europe,Model 3,1136,89709.66,58,Standard,AWD,Black
2015,Q2,North America,Model S,2836,69306.67,44,Performance,AWD,White
2018,Q3,South America,Model 3,957,64292.88,52,Performance,RWD,White
2020,Q1,Australia,Model S,833,78511.2,55,Standard,RWD,White
2012,Q1,Australia,Cybertruck,642,85395.69,19,Long Range,RWD,Green
2015,Q3,Asia,Semi,3978,93816.45,7,Performance,RWD,White
2019,Q1,Australia,Model Y,2598,54379.3,13,Performance,AWD,Green
2024,Q2,North America,Model Y,3909,71461.92,16,Standard,AWD,Green
2012,Q3,Europe,Semi,433,61463.89,21,Long Range,RWD,Silver
2021,Q2,South America,Model S,1414,63945.48,13,Standard,RWD,White
2014,Q1,Asia,Model Y,1983,99818.05,10,Performance,RWD,White
2014,Q2,Asia,Semi,2270,88920.1,51,Long Range,RWD,Blue
2023,Q1,Asia,Model 3,3158,96021.54,30,Standard,AWD,Black
2022,Q2,Asia,Semi,4728,101153.71,53,Standard,RWD,Black
2016,Q4,South America,Model Y,1368,39323.79,30,Long Range,AWD,Silver
2015,Q3,South America,Semi,2686,63876.67,23,Standard,RWD,Silver
2014,Q4,Europe,Model X,1934,104531.83,53,Standard,RWD,White
2016,Q3,Asia,Model X,2783,102975.71,5,Standard,AWD,Black
2020,Q2,North America,Cybertruck,1295,90566.44,11,Standard,AWD,Black
2016,Q1,North America,Semi,108,85858.62,42,Long Range,RWD,Black
2013,Q2,Asia,Model 3,2118,93188.55,12,Long Range,RWD,Blue
2013,Q3,Asia,Semi,4095,50346.12,56,Long Range,RWD,White
2020,Q2,Australia,Model S,3839,48513.19,35,Performance,RWD,Silver
2023,Q2,South America,Model X,2385,116179.41,46,Standard,AWD,White
2014,Q1,North America,Semi,2913,39500.23,41,Performance,RWD,Red
2016,Q2,Asia,Cybertruck,3712,79430.64,40,Standard,RWD,Red
2013,Q2,Australia,Semi,4820,37879.01,4,Long Range,RWD,Green
2022,Q2,South America,Model X,1185,74717.82,60,Long Range,RWD,Blue
2018,Q1,North America,Model S,3366,103435.08,23,Performance,RWD,Black
2017,Q1,North America,Model S,720,37300.93,42,Performance,AWD,Green
2023,Q1,Asia,Semi,3941,83336.43,6,Performance,RWD,Black
2021,Q2,Australia,Cybertruck,3023,73132.24,46,Standard,RWD,Green
2014,Q1,Australia,Semi,1477,83595.47,9,Standard,AWD,Green
2012,Q2,South America,Semi,216,93497.38,32,Performance,RWD,Blue
2016,Q3,North America,Semi,2452,103648.39,29,Performance,AWD,White
2022,Q1,North America,Semi,1461,85496.32,34,Standard,RWD,Green
2013,Q4,South America,Model S,1727,102562.73,20,Performance,AWD,Black
2016,Q3,South America,Semi,1416,119217.14,10,Standard,AWD,Black
2015,Q2,North America,Model 3,1907,72917.9,48,Performance,RWD,Green
2020,Q4,Asia,Model X,1404,112228.71,42,Long Range,RWD,Black
2018,Q1,South America,Model 3,66,89320.06,29,Long Range,AWD,Blue
2015,Q4,South America,Model S,1560,55964.84,46,Performance,RWD,Green
2019,Q4,Europe,Model X,4481,38058.19,36,Performance,RWD,Black
2012,Q1,North America,Model Y,2681,89235.23,21,Performance,RWD,Blue
2013,Q4,Australia,Semi,4077,79146.12,53,Performance,AWD,Black
2013,Q3,Asia,Semi,199,119369.9,12,Performance,AWD,Red
2024,Q1,Asia,Cybertruck,4267,88290.58,58,Performance,AWD,Silver
2021,Q2,South America,Model 3,4760,106730.92,25,Standard,AWD,Green
2024,Q3,South America,Model Y,3979,38320.63,41,Long Range,RWD,White
2019,Q2,North America,Semi,889,119310.68,47,Standard,RWD,Black
2024,Q2,Europe,Model S,1037,94590.33,14,Long Range,AWD,Green
2023,Q3,Australia,Model S,2937,51038.79,59,Long Range,RWD,Green
2018,Q3,Australia,Model 3,1080,83017.55,48,Long Range,RWD,Black
2013,Q2,Australia,Model 3,3954,89346.35,4,Performance,RWD,Green
2017,Q3,Asia,Semi,2373,100341.53,58,Long Range,AWD,Blue
2021,Q3,Europe,Model S,3129,45251.64,30,Long Range,AWD,Black
2014,Q1,Europe,Model Y,1829,61865.78,58,Performance,AWD,White
2020,Q3,Asia,Model 3,4041,92158.15,51,Performance,AWD,Silver
2024,Q1,Europe,Model X,3994,112712.49,25,Performance,RWD,Blue
2013,Q2,Australia,Model Y,4433,115385.27,16,Performance,AWD,White
2018,Q3,Europe,Cybertruck,2802,42750.82,36,Long Range,AWD,White
2021,Q4,Europe,Model 3,2832,75170.7,46,Performance,RWD,Red
2017,Q3,North America,Model 3,159,73499.31,20,Performance,AWD,White
2015,Q1,Australia,Model Y,1532,69368.97,30,Performance,RWD,Red
2016,Q3,Asia,Model X,257,92700.62,11,Performance,AWD,Silver
2023,Q4,North America,Semi,1145,46460.5,37,Standard,RWD,Red
2019,Q1,Asia,Model 3,2813,91998.21,6,Long Range,RWD,Silver
2024,Q2,Australia,Model X,460,79843.29,45,Performance,RWD,White
2021,Q4,Asia,Semi,2530,94941.77,12,Standard,AWD,Blue
2023,Q3,South America,Semi,4207,91936.46,19,Performance,RWD,Blue
2013,Q3,Australia,Model 3,3242,69081.0,48,Performance,AWD,Silver
2024,Q3,Australia,Model S,3324,117913.29,25,Performance,RWD,Silver
2020,Q3,South America,Semi,1398,77644.42,59,Performance,AWD,Green
2013,Q1,North America,Model S,1731,111150.02,47,Long Range,RWD,Blue
2017,Q1,Europe,Semi,2466,114375.28,10,Long Range,AWD,Red
2023,Q4,North America,Model Y,1419,59533.49,38,Standard,AWD,Silver
2018,Q3,South America,Model S,4042,98186.06,0,Long Range,AWD,Red
2024,Q2,Australia,Model X,906,60344.42,24,Long Range,RWD,Green
2023,Q4,Europe,Model X,3051,113325.36,41,Performance,AWD,Red
2015,Q1,North America,Cybertruck,3225,66007.75,36,Performance,RWD,Red
2020,Q4,North America,Semi,3753,41190.63,53,Performance,RWD,Red
2016,Q4,Asia,Model X,1486,64499.27,60,Long Range,RWD,Green
2021,Q2,South America,Model 3,3420,99095.07,53,Standard,RWD,Red
2017,Q1,Australia,Model X,1186,39622.57,29,Long Range,AWD,Red
2016,Q2,South America,Model 3,1327,94224.22,25,Standard,AWD,White
2017,Q1,Europe,Cybertruck,510,102485.88,20,Performance,RWD,Red
2021,Q1,South America,Cybertruck,2027,104695.5,2,Performance,RWD,Green
2019,Q4,Australia,Cybertruck,2930,74742.67,23,Performance,RWD,White
2024,Q2,North America,Model Y,3207,39931.52,57,Long Range,AWD,Black
2015,Q1,Europe,Model X,465,59641.09,15,Performance,RWD,Green
2022,Q4,Europe,Model S,3608,62223.88,34,Long Range,AWD,Blue
2020,Q3,South America,Model S,2248,91893.76,43,Performance,RWD,Green
2023,Q3,Asia,Model X,843,38686.31,59,Long Range,AWD,Silver
2021,Q4,North America,Model S,1574,109987.86,32,Standard,AWD,White
2024,Q2,Australia,Cybertruck,1077,97427.52,49,Standard,RWD,Green
2017,Q2,North America,Model 3,2016,103997.27,51,Standard,RWD,Silver
2015,Q1,North America,Cybertruck,3214,99763.51,46,Long Range,AWD,Green
2013,Q2,Asia,Model X,3681,35302.71,59,Performance,RWD,Black
2020,Q4,Europe,Semi,4861,57951.62,26,Performance,AWD,Black
2020,Q3,Asia,Cybertruck,2518,39604.64,8,Standard,RWD,Green
2016,Q3,Asia,Model X,1056,95533.79,37,Standard,RWD,Blue
2022,Q3,Europe,Model X,3690,109407.14,22,Long Range,AWD,Black
2023,Q2,Europe,Model 3,2773,107139.98,55,Standard,RWD,Red
2020,Q4,Australia,Semi,2794,46932.67,11,Standard,AWD,Green
2024,Q2,Asia,Model S,495,45648.22,20,Performance,RWD,Black
2017,Q1,Europe,Semi,2586,59969.34,20,Performance,RWD,Black
2018,Q4,Australia,Model 3,2047,104149.95,11,Performance,AWD,Silver
2013,Q3,North America,Model Y,3091,89654.83,31,Long Range,RWD,Red
2018,Q2,South America,Model 3,1860,60668.15,38,Long Range,RWD,White
2023,Q3,Australia,Model S,1424,58218.71,58,Performance,AWD,Black
2022,Q2,Australia,Model 3,2825,89329.83,42,Standard,AWD,Silver
2012,Q4,North America,Cybertruck,759,117931.48,25,Performance,RWD,White
2019,Q3,North America,Model X,2277,41565.82,4,Performance,RWD,Green
2016,Q3,North America,Model 3,1413,79527.55,21,Performance,AWD,Green
2016,Q4,North America,Model S,1284,81076.22,22,Long Range,RWD,Black
2021,Q3,Australia,Cybertruck,201,117668.25,20,Long Range,AWD,Blue
2016,Q3,North America,Model 3,709,47632.3,18,Performance,RWD,Red
2018,Q1,North America,Model 3,4295,102604.47,34,Long Range,AWD,Green
2018,Q3,South America,Model 3,4248,108965.66,40,Long Range,RWD,Green
2015,Q2,North America,Model 3,3250,114232.82,55,Performance,AWD,Black
2018,Q2,Australia,Semi,4346,35726.82,13,Long Range,AWD,Blue
2017,Q4,Australia,Model 3,3207,98682.49,13,Long Range,AWD,Green
2021,Q2,North America,Model X,4450,72907.99,60,Performance,AWD,Blue
2022,Q2,South America,Model 3,247,40773.9,13,Long Range,AWD,Green
2015,Q4,South America,Model Y,2607,87972.63,34,Standard,RWD,Silver
2023,Q4,North America,Model X,561,59127.78,43,Long Range,AWD,Silver
2014,Q2,Europe,Model 3,570,98110.45,31,Performance,RWD,Green
2022,Q4,Asia,Semi,3652,79100.76,51,Standard,AWD,Silver
2013,Q4,South America,Model X,4546,57348.58,47,Long Range,AWD,Black
2024,Q2,Europe,Model X,793,37392.61,47,Standard,RWD,Black
2024,Q4,South America,Cybertruck,3449,42429.79,30,Long Range,RWD,Green
2016,Q1,North America,Semi,288,79804.13,60,Standard,RWD,Silver
2020,Q1,North America,Model X,3462,115039.32,52,Long Range,RWD,Blue
2012,Q4,South America,Cybertruck,3664,63174.37,8,Long Range,AWD,Black
2019,Q1,North America,Model 3,2005,105156.6,20,Performance,AWD,Black
2012,Q3,North America,Model Y,868,61486.38,21,Long Range,AWD,Green
2015,Q2,North America,Model X,181,53444.15,56,Standard,RWD,Silver
2023,Q3,South America,Model S,4714,90651.26,49,Long Range,AWD,Blue
2014,Q1,South America,Model S,3115,51149.39,45,Long Range,RWD,Green
2021,Q1,Asia,Model Y,978,88501.12,2,Standard,RWD,Red
2015,Q1,Australia,Model 3,2581,105751.07,46,Performance,RWD,Black
2013,Q2,Europe,Model X,238,111298.39,41,Performance,AWD,Red
2022,Q4,Asia,Semi,4049,118528.87,33,Performance,RWD,Black
2013,Q4,Europe,Semi,2330,109402.86,31,Long Range,AWD,Blue
2017,Q2,Europe,Model S,2421,53625.03,39,Long Range,AWD,White
2014,Q1,Europe,Model S,464,81321.91,50,Performance,AWD,Black
2016,Q3,Europe,Model S,2782,53128.37,59,Long Range,RWD,White
2020,Q1,Australia,Model 3,1225,112308.63,7,Long Range,RWD,Black
2024,Q2,Europe,Model Y,546,61535.85,16,Standard,AWD,Blue
2013,Q3,Asia,Semi,4443,97030.36,52,Long Range,AWD,White
2022,Q1,Europe,Model 3,2476,99569.12,26,Standard,AWD,Green
2015,Q3,South America,Model S,2222,44739.1,56,Performance,RWD,Blue
2013,Q3,North America,Cybertruck,50,78562.46,53,Standard,RWD,White
2016,Q2,Asia,Model 3,4108,44540.7,6,Long Range,RWD,Black
2018,Q3,Asia,Model Y,2354,75550.17,43,Long Range,AWD,Blue
2015,Q2,Asia,Cybertruck,3254,58768.56,51,Performance,AWD,White
2020,Q2,Australia,Semi,3962,40228.56,13,Long Range,AWD,Silver
2024,Q3,Asia,Model 3,1883,117812.94,28,Performance,RWD,Silver
2020,Q2,Europe,Semi,1820,89361.49,52,Performance,AWD,Blue
2023,Q4,Europe,Model Y,4748,79705.75,28,Standard,RWD,Green
2019,Q3,Australia,Semi,4902,48914.01,14,Performance,RWD,Green
2023,Q4,Australia,Model Y,1939,87998.25,24,Standard,RWD,Black
2024,Q1,North America,Model S,3813,61977.06,9,Performance,AWD,Red
2020,Q1,Europe,Cybertruck,264,47303.95,57,Standard,RWD,White
2012,Q3,Europe,Cybertruck,4391,52093.91,48,Performance,AWD,Black
2019,Q3,Europe,Model Y,1767,106242.87,36,Performance,RWD,Red
2024,Q2,South America,Model Y,3812,95931.53,52,Long Range,RWD,Red
2019,Q4,Australia,Semi,430,39452.25,10,Standard,AWD,Green
2016,Q3,Australia,Model 3,939,47568.88,56,Standard,AWD,White
2024,Q4,Asia,Model Y,4641,53724.82,19,Performance,RWD,Red
2013,Q3,Europe,Model 3,4229,77534.22,23,Performance,RWD,Blue
2013,Q2,Australia,Model X,3522,80935.78,39,Standard,RWD,Green
2022,Q4,Asia,Model S,4203,94025.25,39,Long Range,AWD,Green
2016,Q1,Asia,Semi,1636,49023.88,58,Performance,RWD,Green
2018,Q3,South America,Model Y,1475,94186.5,44,Standard,AWD,White
2014,Q3,North America,Semi,2100,44265.26,56,Long Range,AWD,Blue
2015,Q1,North America,Model X,3192,79260.57,17,Standard,RWD,Black
2022,Q1,Asia,Model S,4567,115493.22,48,Performance,AWD,Black
2012,Q4,Europe,Cybertruck,2497,51477.8,26,Standard,RWD,Black
2018,Q1,Europe,Model Y,4253,71137.19,46,Performance,RWD,Silver
2012,Q3,Europe,Model S,3308,107813.82,21,Long Range,RWD,Blue
2015,Q3,Europe,Model X,3744,87700.17,20,Performance,RWD,White
2020,Q3,South America,Semi,4512,108636.07,19,Long Range,AWD,Blue
2012,Q4,Australia,Model Y,1639,39341.83,57,Performance,AWD,White
2016,Q1,Europe,Semi,3727,84974.83,6,Standard,AWD,White
2013,Q1,Asia,Model X,2274,61353.25,58,Performance,RWD,Red
2023,Q4,Europe,Model S,2793,114907.07,45,Long Range,RWD,Red
2018,Q2,Asia,Model 3,3326,40894.83,21,Long Range,AWD,Red
2020,Q2,Australia,Model 3,1739,99908.91,9,Standard,RWD,Silver
2024,Q2,Australia,Semi,1921,110650.73,8,Long Range,RWD,Blue
2022,Q2,South America,Model Y,4729,71707.78,40,Performance,RWD,Green
2012,Q4,North America,Cybertruck,3350,93240.9,41,Long Range,RWD,Red
2018,Q1,Europe,Model X,1872,88433.75,33,Performance,AWD,Black
2014,Q3,North America,Model X,1249,93898.75,26,Long Range,RWD,Black
2012,Q3,Europe,Model S,1834,87421.77,30,Performance,AWD,Blue
2019,Q3,North America,Model 3,4463,91704.44,40,Long Range,AWD,Black
2023,Q1,Europe,Model Y,2892,69143.64,5,Performance,AWD,White
2018,Q3,Australia,Cybertruck,1641,88458.92,48,Performance,RWD,White
2021,Q4,Europe,Model S,1286,91389.65,12,Long Range,AWD,Blue
2017,Q1,Europe,Cybertruck,206,61470.38,34,Performance,RWD,Black
2022,Q4,Australia,Model S,3108,82273.11,2,Performance,RWD,Silver
